Index_initial	Name_initial	Name_trimmed	Note	seq_counts	# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	taxid_matched	species_taxid_matched	file_name	merge_index	id	bofTemplateType	species_experiment	designation in screen_x	version_1_rxn_count	version_1_met_count	version_1_gen_count	version_1_gap_count	version_1_growth_rate	draft_rxn_count	draft_met_count	draft_gen_count	species	full_name	lineage_species	genus	family	order	class	phylum	assembly	agora	sort	nid	nearest_kegg_org	ref_Index_initial	designation in screen_y	GMM	BHI++	WCA	mGAM	M1	M2	M3	M4	M5	M7	M8	M9	M10	M11	M13	M14	M15A	M15B	M16	taxon_id	gram_stain	comments	gram_stain==bofTemplateType
41	Pseudoflavonifractor_capillosus	Pseudoflavonifractor capillosus		1.0	GCF_000169255.2	PRJNA224116	SAMN00627059	AAXG00000000.2	representative genome	411467	106588	Pseudoflavonifractor capillosus ATCC 29799	strain=ATCC 29799		latest	Contig	Major	Full	2/9/09	ASM16925v2	Washington University Genome Sequencing Center	GCA_000169255.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/169/255/GCF_000169255.2_ASM16925v2		assembly from type material	True	True	Pseudoflavonifractor_capillosus_ATCC_29799	41.0	41.0	GramNegative	P. capillosus	P. capillosus	1275.0	1555.0	897.0	0.0	0.0	724.0	1002.0	709.0	P. capillosus	Pseudoflavonifractor capillosus DSMZ 23940 (S2)	P. capillosus	Pseudoflavonifractor	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	GCA_000169255.2_ASM16925v2	Pseudoflavonifractor_capillosus_strain_ATCC_29799.xml	74.0	NT5008		ref_40.0	P. capillosus	0	0.36 (0.062)	0.235 (0.066)	0	0	0	0	0	0	0	0.278 (0.039)	0	0	0	0	0	0	0.0	0.0	411467	GramNegative	This strain is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.	False
42	Holdemania_filiformis	Holdemania filiformis		3.0	GCF_000157995.1	PRJNA224116	SAMN00008830	ACCF00000000.1	na	545696	61171	Holdemania filiformis DSM 12042	strain=DSM 12042		latest	Scaffold	Major	Full	2/24/09	ASM15799v1	Washington University Genome Sequencing Center	GCA_000157995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/995/GCF_000157995.1_ASM15799v1		assembly from type material			Holdemania_filiformis_DSM_12042	42.0	42.0	GramPositive			1253.0	1458.0	1027.0	107.0	0.15003071728905792	593.0	851.0	728.0																																			545696	GramPositive	Holdemania filiformis DSM 12042. Holdemania filiformis DSM 12042 (ATCC 51649) is the type strain and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.	True
43	Ruminococcaceae_bacterium_D16	Ruminococcaceae bacterium D16		1.0	GCF_000177015.3	PRJNA224116	SAMN02463841	ADDX00000000.2	na	552398	552398	Ruminococcaceae bacterium D16	strain=D16		latest	Scaffold	Major	Full	9/30/13	Rumi_bact_D16_V2	Broad Institute	GCA_000177015.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/015/GCF_000177015.3_Rumi_bact_D16_V2					Ruminococcaceae_bacterium_D16	43.0	43.0	GramPositive			1302.0	1487.0	900.0	79.0	0.31351810104594485	672.0	918.0	621.0																																			552398	GramPositive	Ruminococcaceae bacterium D16. This genome will be used for comparative analysis.	True
44	Streptococcus_salivarius	Streptococcus salivarius		98.0	GCF_000785515.1	PRJNA224116	SAMN03174835		representative genome	1304	1304	Streptococcus salivarius	strain=NCTC 8618		latest	Complete Genome	Major	Full	11/19/14	ASM78551v1	University of Otago	GCA_000785515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/515/GCF_000785515.1_ASM78551v1		assembly from type material			Streptococcus_salivarius	44.0	44.0	GramPositive			1237.0	1398.0	791.0	71.0	0.07271844744020414	616.0	822.0	529.0																																			1304		Multiple strains of Bacteroides ovatus were isolated and sequenced, and tested for fecal IgA levels in gnotobiotic mice.	False
45	Clostridium_leptum	[Clostridium] leptum		5.0	GCF_000154345.1	PRJNA224116	SAMN00627074	ABCB00000000.2	representative genome	428125	1535	[Clostridium] leptum DSM 753	strain=DSM 753		latest	Scaffold	Major	Full	8/21/07	ASM15434v1	Washington University Genome Sequencing Center	GCA_000154345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/345/GCF_000154345.1_ASM15434v1		assembly from type material	True	True	[Clostridium]_leptum_DSM_753	45.0	45.0	GramPositive	C. leptum	C. leptum	1185.0	1452.0	777.0	0.0	0.0	631.0	918.0	592.0	C. leptum	Clostridium leptum (S1) DSM 753	C. leptum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	GCA_000154345.1_ASM15434v1	Clostridium_leptum_DSM_753.xml	53.0	NT5082		ref_87.0	C. leptum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				428125		Sequencing of Clostridium leptum DSM 753	False
46	Eubacterium_siraeum	[Eubacterium] siraeum		3.0	GCF_000382085.1	PRJNA224116	SAMN02440977	ARNC00000000.1	representative genome	428128	39492	[Eubacterium] siraeum DSM 15702	strain=DSM 15702		latest	Scaffold	Major	Full	4/24/13	ASM38208v1	DOE Joint Genome Institute	GCA_000382085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/382/085/GCF_000382085.1_ASM38208v1		assembly from type material	True	True	[Eubacterium]_siraeum_DSM_15702	46.0	46.0	GramPositive	E. siraeum	E. siraeum	1057.0	1262.0	642.0	0.0	0.0	497.0	714.0	447.0	E. siraeum	Eubacterium siraeum (S1) DSM No: 15702	E. siraeum	Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	GCA_000154325.1_ASM15432v1	Eubacterium_siraeum_DSM_15702.xml	62.0	NT5040		ref_31.0	E. siraeum	0.325 (0.057)	0	0	0.239 (0.01)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	428128	GramPositive	Eubacterium siraeum DSM 15702. Strain DSM 15702 is the type strain and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.	True
47	Eubacterium_ventriosum	Eubacterium ventriosum		9.0	GCF_000153885.1	PRJNA224116	SAMN00627091	AAVL00000000.2	representative genome	411463	39496	Eubacterium ventriosum ATCC 27560	strain=ATCC 27560		latest	Scaffold	Major	Full	5/25/07	ASM15388v1	Washington University Genome Sequencing Center	GCA_000153885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/885/GCF_000153885.1_ASM15388v1		assembly from type material			Eubacterium_ventriosum_ATCC_27560	47.0	47.0	GramPositive			1188.0	1354.0	792.0	73.0	0.31432580893750783	558.0	781.0	521.0																																			411463	GramPositive	Eubacterium ventriosum ATCC 27560. This strain is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.	True
48	Parasutterella_excrementihominis	Parasutterella excrementihominis		15.0	GCF_000205025.1	PRJNA224116	SAMN00189152	AFBP00000000.1	representative genome	762966	487175	Parasutterella excrementihominis YIT 11859	strain=YIT 11859		latest	Scaffold	Major	Full	4/20/11	ASM20502v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000205025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/205/025/GCF_000205025.1_ASM20502v1		assembly from type material			Parasutterella_excrementihominis_YIT_11859	48.0	48.0	GramNegative			1423.0	1609.0	1080.0	127.0	1.668245243728547	741.0	981.0	742.0																																			762966	GramNegative	Parasutterella excrementihominis YIT 11859.This is the type strain.A reference genome for the Human Microbiome Project. 	True
49	Eggerthella_lenta	Eggerthella lenta		39.0	GCF_000024265.1	PRJNA224116	SAMN00002594		representative genome	479437	84112	Eggerthella lenta DSM 2243	strain=DSM 2243		latest	Complete Genome	Major	Full	9/9/09	ASM2426v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000024265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/265/GCF_000024265.1_ASM2426v1		assembly from type material	True	True	Eggerthella_lenta_DSM_2243	49.0	49.0	GramPositive	E. lenta	E. lenta	1215.0	1465.0	890.0	0.0	0.0	668.0	916.0	707.0	E. lenta	Eggerthella lenta (S2) DSM No.: 2243	E. lenta	Eggerthella	Coriobacteriaceae	Coriobacteriales	Actinobacteria	Actinobacteria	GCA_000024265.1_ASM2426v1	Eggerthella_lenta_DSM_2243.xml	8.0	NT5024	ele	ref_29.0	E. lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	479437	GramPositive	Eggerthella lenta DSM 2243. Eggerthella lenta DSM 2243, formerly Eubacterium lentum, is a normal member of human gastrointestinal flora. This organism has been isolated from cases of bacteremia. Eggerthella lenta DSM 2243 is the type strain and will be used for comparative analysis. 	True
50	Streptococcus_parasanguinis	Streptococcus parasanguinis		59.0	GCF_000164675.2	PRJNA224116	SAMN00113608		representative genome	760570	1318	Streptococcus parasanguinis ATCC 15912	strain=ATCC 15912		latest	Complete Genome	Major	Full	6/10/11	ASM16467v2	Baylor College of Medicine	GCA_000164675.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/675/GCF_000164675.2_ASM16467v2		assembly from type material	True	True	Streptococcus_parasanguinis_ATCC_15912	50.0	50.0	GramPositive	S. parasanguinis	S. parasanguinis	1250.0	1440.0	806.0	94.0	0.15218504196754085	610.0	842.0	531.0	S. parasanguinis	Streptococcus parasanguinis (S2) DSM 6778	S. parasanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	GCA_000164675.2_ASM16467v2		50.0	NT5072	scp	ref_80.0	S. parasanguinis	0.423 (0.034)	0.428 (0.048)	0.373 (0.075)	0.388 (0.303)	0	1.434 (0.026)	0.971 (0.028)	0.972 (0.364)	1 (0.125)	0.976 (0.316)	1.015 (0.119)	0	0.655 (0.016)	0.34 (0.056)	0	0.324 (0.008)				760570	GramPositive	Streptococcus parasanguinis ATCC 15912.A reference genome for the Human Microbiome Project. 	True
51	Ruminococcus_lactaris	Ruminococcus lactaris		6.0	GCF_000155205.1	PRJNA224116	SAMN00000022	ABOU00000000.2	representative genome	471875	46228	Ruminococcus lactaris ATCC 29176	strain=ATCC 29176		latest	Scaffold	Major	Full	8/28/08	ASM15520v1	Washington University Genome Sequencing Center	GCA_000155205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/205/GCF_000155205.1_ASM15520v1		assembly from type material			Ruminococcus_lactaris_ATCC_29176	51.0	51.0	GramPositive			1219.0	1410.0	788.0	64.0	0.3149719250955719	602.0	847.0	530.0																																			471875	GramPositive	Ruminococcus lactaris ATCC 29176. This strain was isolated from human feces and is being sequenced as part of the human gut microbiome project.	True
52	Haemophilus_parainfluenzae	Haemophilus parainfluenzae		40.0	GCF_000191405.1	PRJNA224116	SAMN00253308	AEWU00000000.1	na	888828	729	Haemophilus parainfluenzae ATCC 33392	strain=ATCC 33392		latest	Scaffold	Major	Full	3/4/11	ASM19140v1	Baylor College of Medicine	GCA_000191405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/405/GCF_000191405.1_ASM19140v1		assembly from type material	True	True	Haemophilus_parainfluenzae_ATCC_33392	52.0	52.0	GramNegative	H. parainfluenzae	H. parainfluenzae	1490.0	1673.0	949.0	0.0	0.0	945.0	1110.0	774.0	H. parainfluenzae	Haemophilus parainfluenzae (S2) DSMZ 8978	H. parainfluenzae	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	GCA_000191405.1_ASM19140v1	Haemophilus_parainfluenzae_T3T1.xml	93.0	NT5018	hpr	ref_35.0	H. parainfluenzae	0	0.882 (0.551)	0	0	0	0	0	0.284 (0.11)	0	0	0	0	0	0	0	0	0	0.0	0.0	888828		A reference genome for the Human Microbiome Project.	False
53	Bifidobacterium_catenulatum_Bifidobacterium_pseudocatenulatum_complex	Bifidobacterium catenulatum		15.0	GCF_001025195.1	PRJNA224116	SAMD00061042		na	566552	1686	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	strain=JCM 1194		latest	Complete Genome	Major	Full	3/24/15	ASM102519v1	Graduate School of Frontier Sciences, University of Tokyo	GCA_001025195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/195/GCF_001025195.1_ASM102519v1		assembly from type material			Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043	53.0	53.0	GramPositive			1228.0	1379.0	699.0	90.0	0.20652222634330492	593.0	797.0	431.0																																			566552	GramPositive	Bifidobacterium catenulatum DSM 16992.This genome is part of the human microbiome project (HMP).	True
53.1		Bifidobacterium pseudocatenulatum		72.0	GCF_001025215.1	PRJNA224116	SAMD00061045		na	547043	28026	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	strain=JCM 1200		latest	Complete Genome	Major	Full	3/24/15	ASM102521v1	Graduate School of Frontier Sciences, University of Tokyo	GCA_001025215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/215/GCF_001025215.1_ASM102521v1		assembly from type material			Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505	53.0	53.0	GramPositive			1207.0	1368.0	728.0	97.0	0.2065222263433052	568.0	773.0	455.0																																			547043	GramPositive	Bifidobacterium pseudocatenulatum DSM 20438. Bifidobacterium pseudocatenulatum DSM 20438 (ATCC 27919) is the type strain and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.	True
54	X_Clostridium__bartlettii	Intestinibacter bartlettii	?	5.0	GCF_000154445.1	PRJNA224116	SAMN02299419	ABEZ00000000.2	representative genome	445973	261299	Intestinibacter bartlettii DSM 16795	strain=DSM 16795		latest	Scaffold	Major	Full	11/1/07	ASM15444v1	Washington University Genome Sequencing Center	GCA_000154445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/445/GCF_000154445.1_ASM15444v1		assembly from type material			Intestinibacter_bartlettii_DSM_16795	54.0	54.0	GramPositive			1328.0	1502.0	945.0	81.0	0.15580673268573625	702.0	934.0	676.0																																			445973	GramPositive	Clostridium bartlettii DSM 16795. Clostridium bartlettii DSM 16795 (ATCC 14880) was isolated from human feces. This organism is the type strain and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	True
55	Veillonella_parvula	Veillonella parvula		14.0	GCF_000024945.1	PRJNA224116	SAMN00002609		representative genome	479436	29466	Veillonella parvula DSM 2008	strain=DSM 2008		latest	Complete Genome	Major	Full	11/19/09	ASM2494v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000024945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/945/GCF_000024945.1_ASM2494v1		assembly from type material	True	True	Veillonella_parvula_DSM_2008	55.0	55.0	GramNegative	V. parvula	V. parvula	1248.0	1471.0	802.0	0.0	0.0	701.0	908.0	623.0	V. parvula	Veillonella parvula (S2) DSMZ 2008	V. parvula	Veillonella	Veillonellaceae	Selenomonadales	Negativicutes	Firmicutes	GCA_000024945.1_ASM2494v1	Veillonella_parvula_Te3_DSM_2008.xml	75.0	NT5017	vpr	ref_54.0	V. parvula	0	0.168 (0.116)	0	0	0	0	0	0	0	0	0	0	0	0	0	0				479436	GramNegative	Veillonella parvula DSM 2008. Veillonella parvula DSM 2008 is part of the normal flora of the oral, gastrointestinal, and vaginal tracts. This organism has been implicated as the causative agent in rare cases of meningitis, osteomyelitis, and endocarditis. Veillonella parvula DSM 2008 is the type strain and will be used for comparative analysis.	True
56	Acidaminococcus_fermentans	Acidaminococcus fermentans		5.0	GCF_000025305.1	PRJNA224116	SAMN02598507		representative genome	591001	905	Acidaminococcus fermentans DSM 20731	strain=DSM 20731		latest	Complete Genome	Major	Full	1/15/10	ASM2530v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000025305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/305/GCF_000025305.1_ASM2530v1		assembly from type material			Acidaminococcus_fermentans_DSM_20731	56.0	56.0	GramNegative			1340.0	1483.0	936.0	128.0	0.17118534807193783	659.0	880.0	595.0																																			591001	GramNegative	Acidaminococcus fermentans DSM 20731. Acidaminococcus fermentans DSM 20731 will be used for comparative analysis.	False
57	Acidaminococcus_intestini	Acidaminococcus intestini		4.0	GCF_000230275.1	PRJNA224116	SAMN02603738		representative genome	568816	187327	Acidaminococcus intestini RyC-MR95	strain=RyC-MR95		latest	Complete Genome	Major	Full	10/7/11	ASM23027v1	Ramon y Cajal University Hospital  of Madrid, Valencia University and Public Health Research Superior Center (CSISP) of Valencia's Goverment, Spain	GCA_000230275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/275/GCF_000230275.1_ASM23027v1					Acidaminococcus_intestini_RyC-MR95	57.0	57.0	GramPositive			1263.0	1470.0	873.0	79.0	0.31179501523123937	631.0	887.0	597.0																																			568816		-	False
58	Anaerostipes_caccae	Anaerostipes caccae		4.0	GCF_000154305.1	PRJNA224116	SAMN00627053	ABAX00000000.3	representative genome	411490	105841	Anaerostipes caccae DSM 14662	strain=DSM 14662		latest	Scaffold	Major	Full	11/14/07	ASM15430v1	Washington University Genome Sequencing Center	GCA_000154305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/305/GCF_000154305.1_ASM15430v1		assembly from type material			Anaerostipes_caccae_DSM_14662	58.0	58.0	GramPositive			1389.0	1600.0	1164.0	65.0	0.31215948521529663	769.0	1047.0	909.0																																			411490		Anaerostipes caccae DSM 14662. Anaerostipes caccae DSM 14662 (NCIMB 13811) is the type strain. This strain is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	False
59	Atopobium_rimae	Atopobium rimae		2.0	GCF_000174015.1	PRJNA224116	SAMN00000717	ACFE00000000.1	representative genome	553184	1383	Atopobium rimae ATCC 49626	strain=ATCC 49626		latest	Contig	Major	Full	1/22/09	ASM17401v1	J. Craig Venter Institute	GCA_000174015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/015/GCF_000174015.1_ASM17401v1		assembly from type material			Atopobium_rimae_ATCC_49626	59.0	59.0	GramPositive			1100.0	1220.0	693.0	110.0	0.2074673852141884	432.0	609.0	381.0																																			553184	GramPositive	 Atopobium rimae ATCC 49626. This strain is being sequenced as a reference for the Human Microbiome project (HMP).	True
60	Bacteroides_plebeius	Bacteroides plebeius		21.0	GCF_000187895.1	PRJNA224116	SAMN00000028	ABQC00000000.2	representative genome	484018	310297	Bacteroides plebeius DSM 17135	strain=DSM 17135		latest	Scaffold	Major	Full	9/9/10	ASM18789v1	Washington University Genome Sequencing Center	GCA_000187895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/895/GCF_000187895.1_ASM18789v1		assembly from type material			Bacteroides_plebeius_DSM_17135	60.0	60.0	GramNegative			1427.0	1657.0	1033.0	112.0	0.2525675767282595	758.0	1060.0	719.0																																			484018	GramNegative	Bacteroides plebeius DSM 17135. Bacteroides plebeius DSM 17135 is the type strain and is being sequenced as part of the human gut microbiome project.	True
61	Blautia_hansenii	Blautia hansenii		3.0	GCF_000156675.1	PRJNA224116	SAMN00008797	ABYU00000000.2	representative genome	537007	1322	Blautia hansenii DSM 20583	strain=DSM 20583		latest	Scaffold	Major	Full	8/21/09	ASM15667v1	Washington University Genome Sequencing Center	GCA_000156675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/675/GCF_000156675.1_ASM15667v1		assembly from type material	True	True	Blautia_hansenii_DSM_20583	61.0	61.0	GramPositive	B. hansenii	B. hansenii	1269.0	1432.0	904.0	81.0	0.2646245210978209	633.0	863.0	618.0	B. hansenii	Blautia hansenii DSMZ 20583 (S1)	B. hansenii	Blautia	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	GCA_000156675.1_ASM15667v1	Blautia_hansenii_VPI_C7_24_DSM_20583.xml	63.0	NT5005		ref_9.0	B. hansenii	0.361 (NA)	0.74 (0.467)	0.53 (0.261)	0.763 (0.085)	0.216 (NA)	0.789 (0.344)	0.711 (0.468)	0.891 (0.317)	1.29 (0.434)	0.459 (0.055)	0.49 (0.199)	0.131 (0.073)	0.562 (0.135)	0.561 (0.078)	0.344 (0.107)	0.466 (0.251)	0	0.0	0.0	537007		We resequenced and assembled three common human gut bacteria, Bacteroides caccae, Blautia hansenii, and Clostridium bolteae, using Illumina and ONT nanopore sequencing. These were assembled using SPAdes (3.10.0) in hybrid mode and circularized with Circlator.	False
62	Brevibacterium_linens	Brevibacterium linens		7.0	GCF_001606005.1	PRJNA224116	SAMN04569174		representative genome	1703	1703	Brevibacterium linens	strain=BS258		latest	Complete Genome	Major	Full	4/4/16	ASM160600v1	Institute of Oceanology, Chinese Academy of Sciences	GCA_001606005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/005/GCF_001606005.1_ASM160600v1					Brevibacterium_linens	62.0	62.0	GramPositive			1795.0	2102.0	1205.0	66.0	0.31949739226228574	1187.0	1538.0	956.0																																			1703			False
63	Butyrivibrio_crossotus	Butyrivibrio crossotus		2.0	GCF_000156015.1	PRJNA224116	SAMN00008799	ABWN00000000.1	representative genome	511680	45851	Butyrivibrio crossotus DSM 2876	strain=DSM 2876		latest	Scaffold	Major	Full	4/9/09	ASM15601v1	Washington University Genome Sequencing Center	GCA_000156015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/015/GCF_000156015.1_ASM15601v1		assembly from type material	True	True	Butyrivibrio_crossotus_DSM_2876	63.0	63.0	GramNegative	B. crossotus	B. crossotus	1097.0	1313.0	678.0	0.0	0.0	539.0	753.0	490.0	B. crossotus	Butyrivibrio crossotus (S1) DSM No.: 2876	B. crossotus	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	GCA_000156015.1_ASM15601v1	Butyrivibrio_crossotus_DSM_2876.xml	65.0	NT5013		ref_6.0	B. crossotus	0.138 (0.006)	0	0	0.486 (0.18)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	511680	GramNegative	Butyrivibrio crossotus DSM 2876. Butyrivibrio crossotus DSM 2876 (ATCC 29175) was isolated from human feces and is a member of normal human gut microbial community. This strain is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	True
64	Citrobacter_sp__30_2	Citrobacter portucalensis	? Strain	21.0	GCF_002042885.1	PRJNA224116	SAMN06214708	MVFY00000000.1	na	1639133	1639133	Citrobacter portucalensis	strain=A60		latest	Contig	Major	Full	3/20/17	ASM204288v1	Faculty of Pharmacy, University of Porto	GCA_002042885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/042/885/GCF_002042885.1_ASM204288v1		assembly from type material			Citrobacter_portucalensis	64.0	64.0	GramNegative			2436.0	2519.0	2106.0	32.0	0.4523828629445721	1903.0	1920.0	1922.0																																			1639133		Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.	False
65	Citrobacter_youngae	Citrobacter youngae		7.0	GCF_900638065.1	PRJNA224116	SAMEA103980411		na	133448	133448	Citrobacter youngae	strain=NCTC13709		latest	Complete Genome	Major	Full	12/20/18	55685_A01	SC	GCA_900638065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/065/GCF_900638065.1_55685_A01		assembly from type material			Citrobacter_youngae	65.0	65.0	GramNegative			2332.0	2385.0	1972.0	30.0	0.3663507026185166	1799.0	1789.0	1799.0																																			133448		Whole genome sequencing of bacterial species of the Culture Collection University of Gothenburg (CCUG)	False
66	Clostridiales_bacterium_1_7_47FAA	Clostridiales bacterium 1_7_47FAA		1.0	GCF_000155435.1	PRJNA224116	SAMN02463678	ABQR00000000.1	na	457421	457421	Clostridiales bacterium 1_7_47FAA	strain=1_7_47FAA		latest	Scaffold	Major	Full	8/28/08	ASM15543v1	Broad Institute	GCA_000155435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/435/GCF_000155435.1_ASM15543v1					Clostridiales_bacterium_1_7_47FAA	66.0	66.0	GramPositive			1694.0	2004.0	1761.0	63.0	0.32232067923700314	1087.0	1442.0	1511.0																																			457421	GramPositive	 Clostridiales bacterium 1_7_47_FAA. This strain is being sequenced as a reference for the Human Microbiome Project (HMP). 	True
