	id_c	id	compartment	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
330	3ump_p	3ump	p	3  UMP C9H11N2O9P	CPD-3724	C01368	cpd00989	MNXM2184	CPD-3724	iML1515			['META:CPD-3724']	['C01368']	['cpd00989']	['MNXM2184']								
331	46dh25dohxn_c	46dh25dohxn			CPD-343			MNXM164321	CPD-343		iYO844									['MNXM164321']				
332	4abut_c	4abut	c	4-Aminobutanoate	4-AMINO-BUTYRATE	C00334	cpd00281	MNXM192	4-AMINO-BUTYRATE	iML1515	iYO844	iAF692	['META:4-AMINO-BUTYRATE']	['C00334']	['cpd00281']	['MNXM192']	['META:4-AMINO-BUTYRATE']	['C00334']	['cpd00281']	['MNXM192']	['META:4-AMINO-BUTYRATE']	['C00334']	['cpd00281']	['MNXM192']
333	4abut_e	4abut	e	4-Aminobutanoate	4-AMINO-BUTYRATE	C00334	cpd00281	MNXM192	4-AMINO-BUTYRATE	iML1515	iYO844		['META:4-AMINO-BUTYRATE']	['C00334']	['cpd00281']	['MNXM192']	['META:4-AMINO-BUTYRATE']	['C00334']	['cpd00281']	['MNXM192']				
334	4abut_p	4abut	p	4-Aminobutanoate	4-AMINO-BUTYRATE	C00334	cpd00281	MNXM192	4-AMINO-BUTYRATE	iML1515			['META:4-AMINO-BUTYRATE']	['C00334']	['cpd00281']	['MNXM192']								
335	4abutn_c	4abutn	c	4-Aminobutanal	4-AMINO-BUTYRALDEHYDE	C00555	cpd12219; cpd00434	MNXM422	4-AMINO-BUTYRALDEHYDE	iML1515	iYO844		['META:4-AMINO-BUTYRALDEHYDE']	['C00555']	['cpd00434', 'cpd12219']	['MNXM422']	['META:4-AMINO-BUTYRALDEHYDE']	['C00555']	['cpd00434', 'cpd12219']	['MNXM422']				
336	4abz_c	4abz	c	4-Aminobenzoate	P-AMINO-BENZOATE	C00568	cpd00443	MNXM421	P-AMINO-BENZOATE	iML1515	iYO844	iAF692	['META:P-AMINO-BENZOATE']	['C00568']	['cpd00443']	['MNXM421']	['META:P-AMINO-BENZOATE']	['C00568']	['cpd00443']	['MNXM421']	['META:P-AMINO-BENZOATE']	['C00568']	['cpd00443']	['MNXM421']
337	4abz_e	4abz			P-AMINO-BENZOATE	C00568	cpd00443	MNXM421	P-AMINO-BENZOATE			iAF692									['META:P-AMINO-BENZOATE']	['C00568']	['cpd00443']	['MNXM421']
338	4abzglu_c	4abzglu	c	4-aminobenzoyl-glutamate						iML1515														
339	4abzglu_e	4abzglu	e	4-aminobenzoyl-glutamate						iML1515														
340	4abzglu_p	4abzglu	p	4-aminobenzoyl-glutamate						iML1515														
341	4adcho_c	4adcho	c	4-amino-4-deoxychorismate	4-AMINO-4-DEOXYCHORISMATE	C11355	cpd08210	MNXM1458	4-AMINO-4-DEOXYCHORISMATE	iML1515	iYO844		['META:4-AMINO-4-DEOXYCHORISMATE']	['C11355']	['cpd08210']	['MNXM1458']	['META:4-AMINO-4-DEOXYCHORISMATE']	['C11355']	['cpd08210']	['MNXM1458']				
342	4ahmmp_c	4ahmmp	c	4-Amino-5-hydroxymethyl-2-methylpyrimidine	HMP	C01279	cpd00939	MNXM874	HMP	iML1515	iYO844	iAF692	['META:HMP']	['C01279']	['cpd00939']	['MNXM874']	['META:HMP']	['C01279']	['cpd00939']	['MNXM874']	['META:HMP']	['C01279']	['cpd00939']	['MNXM874']
343	4ampm_c	4ampm	c	4-Amino-2-methyl-5-phosphomethylpyrimidine	AMINO-HYDROXYMETHYL-METHYL-PYR-P		cpd02775	MNXM31161	AMINO-HYDROXYMETHYL-METHYL-PYR-P	iML1515	iYO844	iAF692			['cpd02775']	['MNXM31161']			['cpd02775']	['MNXM31161']			['cpd02775']	['MNXM31161']
344	4c2me_c	4c2me	c	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	4-CYTIDINE-5-DIPHOSPHO-2-C	C11435	cpd08287	MNXM1642	4-CYTIDINE-5-DIPHOSPHO-2-C	iML1515	iYO844		['META:4-CYTIDINE-5-DIPHOSPHO-2-C']	['C11435']	['cpd08287']	['MNXM1642']	['META:4-CYTIDINE-5-DIPHOSPHO-2-C']	['C11435']	['cpd08287']	['MNXM1642']				
345	4cml_c	4cml				C01278	cpd00938	MNXM1521				iAF692										['C01278']	['cpd00938']	['MNXM1521']
346	4crsol_c	4crsol	c	P-Cresol	CPD-108	C01468	cpd01042	MNXM828	CPD-108	iML1515			['META:CPD-108']	['C01468']	['cpd01042']	['MNXM828']								
347	4fe4s_c	4fe4s	c	[4Fe-4S] iron-sulfur cluster	CPD-7			MNXM37766		iML1515			['META:CPD-7']			['MNXM37766']								
348	4h2opntn_c	4h2opntn	c	4-Hydroxy-2-oxopentanoate	4-HYDROXY-2-KETOVALERATE	C03589	cpd02258	MNXM1176	4-HYDROXY-2-KETOVALERATE	iML1515				['C03589']	['cpd02258']	['MNXM1176']								
349	4hba_c	4hba			4-HYDROXY-BENZYL-ALCOHOL	C17467	cpd15378; cpd17595	MNXM107505	4-HYDROXY-BENZYL-ALCOHOL			iAF692									['META:4-HYDROXY-BENZYL-ALCOHOL']	['C17467']	['cpd17595', 'cpd15378']	['MNXM107505']
350	4hbz_c	4hbz	c	4-Hydroxybenzoate	4-hydroxybenzoate	C00156	cpd00136	MNXM164	4-hydroxybenzoate	iML1515			['META:4-hydroxybenzoate']	['C00156']	['cpd00136']	['MNXM164']								
351	4hbz_p	4hbz	p	4-Hydroxybenzoate	4-hydroxybenzoate	C00156	cpd00136	MNXM164	4-hydroxybenzoate	iML1515			['META:4-hydroxybenzoate']	['C00156']	['cpd00136']	['MNXM164']								
352	4hglu_c	4hglu				C03079	cpd01974	MNXM2489			iYO844							['C03079']	['cpd01974']	['MNXM2489']				
353	4hoxpacd_e	4hoxpacd	e	4-Hydroxyphenylacetaldehyde	HYDRPHENYLAC-CPD	C03765	cpd02361	MNXM479	HYDRPHENYLAC-CPD	iML1515			['META:HYDRPHENYLAC-CPD']	['C03765']	['cpd02361']	['MNXM479']								
354	4hoxpacd_p	4hoxpacd	p	4-Hydroxyphenylacetaldehyde	HYDRPHENYLAC-CPD	C03765	cpd02361	MNXM479	HYDRPHENYLAC-CPD	iML1515			['META:HYDRPHENYLAC-CPD']	['C03765']	['cpd02361']	['MNXM479']								
355	4hphac_c	4hphac			4-HYDROXYPHENYLACETATE	C13636	cpd19151	MNXM3863	4-HYDROXYPHENYLACETATE			iAF692										['C13636']	['cpd19151']	['MNXM3863']
356	4hphac_e	4hphac			4-HYDROXYPHENYLACETATE	C13636	cpd19151	MNXM3863	4-HYDROXYPHENYLACETATE			iAF692										['C13636']	['cpd19151']	['MNXM3863']
357	4hthr_c	4hthr	c	4-Hydroxy-L-threonine	CPD0-2189	C06056	cpd03608	MNXM1802	CPD0-2189	iML1515			['META:CPD0-2189']	['C06056']	['cpd03608']	['MNXM1802']								
358	4izp_c	4izp			4-IMIDAZOLONE-5-PROPIONATE	C03680	cpd02311	MNXM90394			iYO844						['META:4-IMIDAZOLONE-5-PROPIONATE']	['C03680']	['cpd02311']	['MNXM90394']				
359	4kfbp_c	4kfbp					cpd15824	MNXM6894				iAF692											['cpd15824']	['MNXM6894']
360	4mhetz_c	4mhetz	c	4-Methyl-5-(2-hydroxyethyl)-thiazole	THZ	C04294	cpd02636	MNXM962	THZ	iML1515	iYO844	iAF692	['META:THZ']	['C04294']	['cpd02636']	['MNXM962']	['META:THZ']	['C04294']	['cpd02636']	['MNXM962']	['META:THZ']	['C04294']	['cpd02636']	['MNXM962']
361	4mop_c	4mop	c	4-Methyl-2-oxopentanoate	2K-4CH3-PENTANOATE	C00233	cpd00200	MNXM404	2K-4CH3-PENTANOATE	iML1515	iYO844	iAF692	['META:2K-4CH3-PENTANOATE']	['C00233']	['cpd00200']	['MNXM404']	['META:2K-4CH3-PENTANOATE']	['C00233']	['cpd00200']	['MNXM404']	['META:2K-4CH3-PENTANOATE']	['C00233']	['cpd00200']	['MNXM404']
362	4mpetz_c	4mpetz	c	4-Methyl-5-(2-phosphoethyl)-thiazole	THZ-P	C04327	cpd02654	MNXM960	THZ-P	iML1515	iYO844	iAF692	['META:THZ-P']	['C04327']	['cpd02654']	['MNXM960']	['META:THZ-P']	['C04327']	['cpd02654']	['MNXM960']	['META:THZ-P']	['C04327']	['cpd02654']	['MNXM960']
363	4pasp_c	4pasp	c	4-Phospho-L-aspartate	L-BETA-ASPARTYL-P	C03082	cpd01977	MNXM1177	L-BETA-ASPARTYL-P	iML1515	iYO844	iAF692	['META:L-BETA-ASPARTYL-P']	['C03082']	['cpd01977']	['MNXM1177']	['META:L-BETA-ASPARTYL-P']	['C03082']	['cpd01977']	['MNXM1177']	['META:L-BETA-ASPARTYL-P']	['C03082']	['cpd01977']	['MNXM1177']
364	4per_c	4per	c	4-Phospho-D-erythronate	ERYTHRONATE-4P	C03393	cpd02147	MNXM1407	ERYTHRONATE-4P	iML1515			['META:ERYTHRONATE-4P']	['C03393']	['cpd02147']	['MNXM1407']								
365	4ppan_c	4ppan	c	D-4'-Phosphopantothenate	4-P-PANTOTHENATE	C03492	cpd02201	MNXM415	4-P-PANTOTHENATE	iML1515	iYO844	iAF692	['META:4-P-PANTOTHENATE']	['C03492']	['cpd02201']	['MNXM415']	['META:4-P-PANTOTHENATE']	['C03492']	['cpd02201']	['MNXM415']	['META:4-P-PANTOTHENATE']	['C03492']	['cpd02201']	['MNXM415']
366	4ppcys_c	4ppcys	c	N-((R)-4-Phosphopantothenoyl)-L-cysteine	R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE	C04352	cpd02666	MNXM483	R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE	iML1515	iYO844	iAF692	['META:R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE']	['C04352']	['cpd02666']	['MNXM483']	['META:R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE']	['C04352']	['cpd02666']	['MNXM483']	['META:R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE']	['C04352']	['cpd02666']	['MNXM483']
367	4r5au_c	4r5au	c	4-(1-D-Ribitylamino)-5-aminouracil	AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE	C04732	cpd02882; cpd29668	MNXM791	AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE	iML1515	iYO844	iAF692	['META:AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE']	['C04732']	['cpd29668', 'cpd02882']	['MNXM791']	['META:AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE']	['C04732']	['cpd29668', 'cpd02882']	['MNXM791']	['META:AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE']	['C04732']	['cpd29668', 'cpd02882']	['MNXM791']
368	56dthm_c	56dthm			DIHYDRO-THYMINE	C00906	cpd00673	MNXM772	DIHYDRO-THYMINE			iAF692									['META:DIHYDRO-THYMINE']	['C00906']	['cpd00673']	['MNXM772']
369	56dura_c	56dura	c	5,6-dihydrouracil	DI-H-URACIL	C00429	cpd00337	MNXM506	DI-H-URACIL	iML1515		iAF692	['META:DI-H-URACIL']	['C00429']	['cpd00337']	['MNXM506']					['META:DI-H-URACIL']	['C00429']	['cpd00337']	['MNXM506']
370	5aizc_c	5aizc	c	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	C04751	cpd02893	MNXM507	PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	iML1515	iYO844	iAF692	['META:PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE']	['C04751']	['cpd02893']	['MNXM507']	['META:PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE']	['C04751']	['cpd02893']	['MNXM507']	['META:PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE']	['C04751']	['cpd02893']	['MNXM507']
371	5aop_c	5aop	c	5-Amino-4-oxopentanoate	5-AMINO-LEVULINATE	C00430	cpd00338	MNXM405	5-AMINO-LEVULINATE	iML1515	iYO844	iAF692	['META:5-AMINO-LEVULINATE']	['C00430']	['cpd00338']	['MNXM405']	['META:5-AMINO-LEVULINATE']	['C00430']	['cpd00338']	['MNXM405']	['META:5-AMINO-LEVULINATE']	['C00430']	['cpd00338']	['MNXM405']
372	5aprbu_c	5aprbu	c	5-Amino-6-(5'-phosphoribitylamino)uracil	CPD-1086	C04454	cpd02720	MNXM1178	CPD-1086	iML1515	iYO844	iAF692	['META:CPD-1086']	['C04454']	['cpd02720']	['MNXM1178']	['META:CPD-1086']	['C04454']	['cpd02720']	['MNXM1178']	['META:CPD-1086']	['C04454']	['cpd02720']	['MNXM1178']
373	5apru_c	5apru	c	5-Amino-6-(5'-phosphoribosylamino)uracil	CPD-602	C01268	cpd00931	MNXM1532	CPD-602	iML1515	iYO844		['META:CPD-602']	['C01268']	['cpd00931']	['MNXM1532']	['META:CPD-602']	['C01268']	['cpd00931']	['MNXM1532']				
374	5caiz_c	5caiz	c	5-phosphoribosyl-5-carboxyaminoimidazole	CPD0-181	C15667	cpd25523; cpd11310	MNXM1409	CPD0-181	iML1515		iAF692	['META:CPD0-181']	['C15667']	['cpd25523', 'cpd11310']	['MNXM1409']					['META:CPD0-181']	['C15667']	['cpd25523', 'cpd11310']	['MNXM1409']
375	5d4dglcr_c	5d4dglcr			5-KETO-4-DEOXY-D-GLUCARATE	C00679	cpd00515	MNXM854	5-KETO-4-DEOXY-D-GLUCARATE		iYO844						['META:5-KETO-4-DEOXY-D-GLUCARATE']	['C00679']	['cpd00515']	['MNXM854']				
376	5dglcn_c	5dglcn	c	5-Dehydro-D-gluconate	5-DEHYDROGLUCONATE	C01062	cpd00781	MNXM963	5-DEHYDROGLUCONATE	iML1515			['META:5-DEHYDROGLUCONATE']	['C01062']	['cpd00781']	['MNXM963']								
377	5dglcn_e	5dglcn	e	5-Dehydro-D-gluconate	5-DEHYDROGLUCONATE	C01062	cpd00781	MNXM963	5-DEHYDROGLUCONATE	iML1515			['META:5-DEHYDROGLUCONATE']	['C01062']	['cpd00781']	['MNXM963']								
378	5dglcn_p	5dglcn	p	5-Dehydro-D-gluconate	5-DEHYDROGLUCONATE	C01062	cpd00781	MNXM963	5-DEHYDROGLUCONATE	iML1515			['META:5-DEHYDROGLUCONATE']	['C01062']	['cpd00781']	['MNXM963']								
379	5dh4dglc_c	5dh4dglc	c	5-Dehydro-4-deoxy-D-glucarate	5-KETO-4-DEOXY-D-GLUCARATE	C00679	cpd00515	MNXM854	5-KETO-4-DEOXY-D-GLUCARATE	iML1515			['META:5-KETO-4-DEOXY-D-GLUCARATE']	['C00679']	['cpd00515']	['MNXM854']								
380	5dh4dglcn_c	5dh4dglcn			CPD-37	C04053	cpd02508; cpd16126	MNXM718	CPD-37		iYO844						['META:CPD-37']	['C04053']	['cpd16126', 'cpd02508']	['MNXM718']				
381	5dpmev_c	5dpmev			CPD-641	C01143	cpd00841	MNXM689	CPD-641			iAF692									['META:CPD-641']	['C01143']	['cpd00841']	['MNXM689']
382	5drib_c	5drib	c	5'-deoxyribose	CPD0-2167		cpd17002; cpd15380	MNXM4391		iML1515			['META:CPD0-2167']		['cpd17002', 'cpd15380']	['MNXM4391']								
383	5fthf_c	5fthf	c	5-Formyltetrahydrofolate	5-FORMYL-THF	C03479	cpd02197	MNXM1392	5-FORMYL-THF	iML1515			['META:5-FORMYL-THF']	['C03479']	['cpd02197']	['MNXM1392']								
384	5hbzid_c	5hbzid			CPD-18497		cpd15825	MNXM6924	CPD-18497			iAF692									['META:CPD-18497']		['cpd15825']	['MNXM6924']
385	5mcsn_c	5mcsn			CPD0-2018	C02376	cpd01587	MNXM3509	CPD0-2018		iYO844						['META:CPD0-2018']	['C02376']	['cpd01587']	['MNXM3509']				
386	5mdr1p_c	5mdr1p			CPD-444	C04188	cpd29669; cpd02574	MNXM407	CPD-444		iYO844	iAF692					['META:CPD-444']	['C04188']	['cpd02574', 'cpd29669']	['MNXM407']	['META:CPD-444']	['C04188']	['cpd02574', 'cpd29669']	['MNXM407']
387	5mdru1p_c	5mdru1p			CPD-1063	C04582	cpd02791	MNXM522	CPD-1063		iYO844						['META:CPD-1063']	['C04582']	['cpd02791']	['MNXM522']				
388	5mta_c	5mta	c	5-Methylthioadenosine	5-METHYLTHIOADENOSINE	C00170	cpd00147	MNXM150	5-METHYLTHIOADENOSINE	iML1515	iYO844	iAF692	['META:5-METHYLTHIOADENOSINE']	['C00170']	['cpd00147']	['MNXM150']	['META:5-METHYLTHIOADENOSINE']	['C00170']	['cpd00147']	['MNXM150']	['META:5-METHYLTHIOADENOSINE']	['C00170']	['cpd00147']	['MNXM150']
389	5mthf_c	5mthf	c	5-Methyltetrahydrofolate	5-METHYL-THF	C00440	cpd00345	MNXM318		iML1515	iYO844	iAF692	['META:5-METHYL-THF']	['C00440']	['cpd00345']	['MNXM318']	['META:5-METHYL-THF']	['C00440']	['cpd00345']	['MNXM318']	['META:5-METHYL-THF']	['C00440']	['cpd00345']	['MNXM318']
390	5mtr_c	5mtr	c	5-Methylthio-D-ribose	CPD-560	C03089	cpd01981	MNXM1592	CPD-560	iML1515	iYO844		['META:CPD-560']	['C03089']	['cpd01981']	['MNXM1592']	['META:CPD-560']	['C03089']	['cpd01981']	['MNXM1592']				
391	5mtr_e	5mtr	e	5-Methylthio-D-ribose	CPD-560	C03089	cpd01981	MNXM1592	CPD-560	iML1515	iYO844		['META:CPD-560']	['C03089']	['cpd01981']	['MNXM1592']	['META:CPD-560']	['C03089']	['cpd01981']	['MNXM1592']				
392	5mtr_p	5mtr	p	5-Methylthio-D-ribose	CPD-560	C03089	cpd01981	MNXM1592	CPD-560	iML1515			['META:CPD-560']	['C03089']	['cpd01981']	['MNXM1592']								
393	5odhf2a_c	5odhf2a			3-OXOADIPATE-ENOL-LACTONE	C03586	cpd02255	MNXM829	3-OXOADIPATE-ENOL-LACTONE			iAF692									['META:3-OXOADIPATE-ENOL-LACTONE']	['C03586']	['cpd02255']	['MNXM829']
394	5oxpro_c	5oxpro			5-OXOPROLINE	C01879	cpd01293	MNXM722719	5-OXOPROLINE			iAF692									['META:5-OXOPROLINE']	['C01879']	['cpd01293']	['MNXM722719']
395	5pg35pg_c	5pg35pg	c	5-Phosphoguanylyl(3->5)guanosine	L-DI-GMP	C18076	cpd18057	MNXM4772	L-DI-GMP	iML1515			['META:L-DI-GMP']	['C18076']	['cpd18057']	['MNXM4772']								
396	5phdt_c	5phdt	c	Phenylhydantoin						iML1515														
397	5phua_c	5phua	c	Phenylureidoacetic acid						iML1515														
398	5pmev_c	5pmev			CPD-499	C01107	cpd00812	MNXM567	CPD-499			iAF692									['META:CPD-499']	['C01107']	['cpd00812']	['MNXM567']
399	5pr5hbz_c	5pr5hbz					cpd15826	MNXM7577				iAF692											['cpd15826']	['MNXM7577']
400	5prdmbz_c	5prdmbz	c	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	ALPHA-RIBAZOLE-5-P	C04778	cpd02904	MNXM1224	ALPHA-RIBAZOLE-5-P	iML1515			['META:ALPHA-RIBAZOLE-5-P']	['C04778']	['cpd02904']	['MNXM1224']								
401	6ampenc_c	6ampenc			6-AMINOPENICILLANATE	C02954	cpd01896	MNXM2495	6-AMINOPENICILLANATE		iYO844						['META:6-AMINOPENICILLANATE']	['C02954']	['cpd01896']	['MNXM2495']				
402	6ax6ax_c	6ax6ax			N-6-AMINOHEXANOYL-6-AMINOHEXANOATE	C01255	cpd00921	MNXM2137	N-6-AMINOHEXANOYL-6-AMINOHEXANOATE			iAF692									['META:N-6-AMINOHEXANOYL-6-AMINOHEXANOATE']	['C01255']	['cpd00921']	['MNXM2137']
403	6ax_c	6ax			CPD-884	C02378	cpd01588	MNXM2339	CPD-884			iAF692									['META:CPD-884']	['C02378']	['cpd01588']	['MNXM2339']
404	6hmhpt_c	6hmhpt	c	6-hydroxymethyl dihydropterin	AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	C01300	cpd29670; cpd00954	MNXM937	AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	iML1515		iAF692	['META:AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE']	['C01300']	['cpd29670', 'cpd00954']	['MNXM937']					['META:AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE']	['C01300']	['cpd29670', 'cpd00954']	['MNXM937']
405	6hmhptpp_c	6hmhptpp	c	6-hydroxymethyl-dihydropterin pyrophosphate	DIHYDROPTERIN-CH2OH-PP	C04807	cpd16760	MNXM1160	DIHYDROPTERIN-CH2OH-PP	iML1515		iAF692	['META:DIHYDROPTERIN-CH2OH-PP']	['C04807']	['cpd16760']	['MNXM1160']					['META:DIHYDROPTERIN-CH2OH-PP']	['C04807']	['cpd16760']	['MNXM1160']
406	6pgc_c	6pgc	c	6-Phospho-D-gluconate	CPD-2961	C00345	cpd00284	MNXM325	CPD-2961	iML1515	iYO844		['META:CPD-2961']	['C00345']	['cpd00284']	['MNXM325']	['META:CPD-2961']	['C00345']	['cpd00284']	['MNXM325']				
407	6pgc_e	6pgc			CPD-2961	C00345	cpd00284	MNXM325	CPD-2961		iYO844						['META:CPD-2961']	['C00345']	['cpd00284']	['MNXM325']				
408	6pgg_c	6pgg	c	6-Phospho-beta-D-glucosyl-(1,4)-D-glucose	CPD-507; CPD-15978			MNXM147389	CPD-507; CPD-15978	iML1515	iYO844					['MNXM147389']				['MNXM147389']				
409	6pgl_c	6pgl	c	6-phospho-D-glucono-1,5-lactone	D-6-P-GLUCONO-DELTA-LACTONE	C01236	cpd00911	MNXM429	D-6-P-GLUCONO-DELTA-LACTONE	iML1515	iYO844	iAF692	['META:D-6-P-GLUCONO-DELTA-LACTONE']	['C01236']	['cpd00911']	['MNXM429']	['META:D-6-P-GLUCONO-DELTA-LACTONE']	['C01236']	['cpd00911']	['MNXM429']	['META:D-6-P-GLUCONO-DELTA-LACTONE']	['C01236']	['cpd00911']	['MNXM429']
410	6pthp_c	6pthp			6-PYRUVOYL-5678-TETRAHYDROPTERIN	C03684	cpd02315	MNXM722720	6-PYRUVOYL-5678-TETRAHYDROPTERIN		iYO844	iAF692					['META:6-PYRUVOYL-5678-TETRAHYDROPTERIN']	['C03684']	['cpd02315']	['MNXM722720']	['META:6-PYRUVOYL-5678-TETRAHYDROPTERIN']	['C03684']	['cpd02315']	['MNXM722720']
411	7mhp_c	7mhp			CPD-349	C16593	cpd15827	MNXM5029	CPD-349			iAF692									['META:CPD-349']	['C16593']	['cpd15827']	['MNXM5029']
412	7mht_c	7mht			CPD-359	C16594	cpd15828	MNXM3883	CPD-359			iAF692									['META:CPD-359']	['C16594']	['cpd15828']	['MNXM3883']
413	7ohp_c	7ohp			CPD-338	C16590	cpd15829	MNXM4423	CPD-338			iAF692									['META:CPD-338']	['C16590']	['cpd15829']	['MNXM4423']
414	8aonn_c	8aonn	c	8-Amino-7-oxononanoate	8-AMINO-7-OXONONANOATE	C01092	cpd00800	MNXM1141	8-AMINO-7-OXONONANOATE	iML1515	iYO844	iAF692	['META:8-AMINO-7-OXONONANOATE']	['C01092']	['cpd00800']	['MNXM1141']	['META:8-AMINO-7-OXONONANOATE']	['C01092']	['cpd00800']	['MNXM1141']	['META:8-AMINO-7-OXONONANOATE']	['C01092']	['cpd00800']	['MNXM1141']
415	ACP_c	ACP	c	Acyl carrier protein	ACP	C00229	cpd11493	MNXM925		iML1515	iYO844		['META:ACP']	['C00229']	['cpd11493']	['MNXM925']	['META:ACP']	['C00229']	['cpd11493']	['MNXM925']				
416	Brfap_c	Brfap					cpd15830	MNXM114345				iAF692											['cpd15830']	['MNXM114345']
417	DPA_c	DPA			CPD-4841		cpd15596	MNXM5133	CPD-4841		iYO844						['META:CPD-4841']		['cpd15596']	['MNXM5133']				
418	L_alagly_c	L_alagly			ALA-GLY		cpd11585	MNXM15783	ALA-GLY		iYO844						['META:ALA-GLY']		['cpd11585']	['MNXM15783']				
419	L_alagly_e	L_alagly			ALA-GLY		cpd11585	MNXM15783	ALA-GLY		iYO844						['META:ALA-GLY']		['cpd11585']	['MNXM15783']				
420	L_sergly_c	L_sergly			CPD-12607		cpd15612	MNXM4644			iYO844						['META:CPD-12607']		['cpd15612']	['MNXM4644']				
421	L_thrgly_c	L_thrgly					cpd15613	MNXM22061			iYO844								['cpd15613']	['MNXM22061']				
422	LalaDgluMdapDala_c	LalaDgluMdapDala	c	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine			cpd15387	MNXM59271		iML1515					['cpd15387']	['MNXM59271']								
423	LalaDgluMdapDala_e	LalaDgluMdapDala	e	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine			cpd15387	MNXM59271		iML1515					['cpd15387']	['MNXM59271']								
424	LalaDgluMdapDala_p	LalaDgluMdapDala	p	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine			cpd15387	MNXM59271		iML1515					['cpd15387']	['MNXM59271']								
425	LalaDgluMdap_c	LalaDgluMdap	c	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate			cpd15386	MNXM90242		iML1515					['cpd15386']	['MNXM90242']								
426	LalaDgluMdap_e	LalaDgluMdap	e	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate			cpd15386	MNXM90242		iML1515					['cpd15386']	['MNXM90242']								
427	LalaDgluMdap_p	LalaDgluMdap	p	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate			cpd15386	MNXM90242		iML1515					['cpd15386']	['MNXM90242']								
428	LalaDglu_c	LalaDglu	c	L-alanine-D-glutamate	CPD0-2190	C20957	cpd15385	MNXM3630	CPD0-2190	iML1515			['META:CPD0-2190']	['C20957']	['cpd15385']	['MNXM3630']								
429	LalaDglu_e	LalaDglu	e	L-alanine-D-glutamate	CPD0-2190	C20957	cpd15385	MNXM3630	CPD0-2190	iML1515			['META:CPD0-2190']	['C20957']	['cpd15385']	['MNXM3630']								
430	LalaDglu_p	LalaDglu	p	L-alanine-D-glutamate	CPD0-2190	C20957	cpd15385	MNXM3630	CPD0-2190	iML1515			['META:CPD0-2190']	['C20957']	['cpd15385']	['MNXM3630']								
431	LalaLglu_c	LalaLglu	c	L-alanine-L-glutamate	CPD0-1445	C20958	cpd15388	MNXM4026	CPD0-1445	iML1515			['META:CPD0-1445']	['C20958']	['cpd15388']	['MNXM4026']								
432	LalaLglu_e	LalaLglu	e	L-alanine-L-glutamate	CPD0-1445	C20958	cpd15388	MNXM4026	CPD0-1445	iML1515			['META:CPD0-1445']	['C20958']	['cpd15388']	['MNXM4026']								
433	LalaLglu_p	LalaLglu	p	L-alanine-L-glutamate	CPD0-1445	C20958	cpd15388	MNXM4026	CPD0-1445	iML1515			['META:CPD0-1445']	['C20958']	['cpd15388']	['MNXM4026']								
434	Larab_e	Larab						MNXM41339			iYO844									['MNXM41339']				
435	Lcyst_c	Lcyst			L-CYSTEATE	C00506	cpd00395	MNXM713	L-CYSTEATE		iYO844						['META:L-CYSTEATE']	['C00506']	['cpd00395']	['MNXM713']				
436	Lcyst_e	Lcyst			L-CYSTEATE	C00506	cpd00395	MNXM713	L-CYSTEATE		iYO844						['META:L-CYSTEATE']	['C00506']	['cpd00395']	['MNXM713']				
